"period_start","device_type","site","days_monitored","days_present","percent_occurrence"
2021-09-21,"RealTime","RTWB",8,0,0
2021-09-29,"RealTime","RTWB",8,1,12.5
2021-10-07,"RealTime","RTWB",8,0,0
2021-10-15,"RealTime","RTWB",8,0,0
2021-10-23,"RealTime","RTWB",8,0,0
2021-10-31,"RealTime","RTWB",8,0,0
2021-11-08,"RealTime","RTWB",8,1,12.5
2021-11-16,"RealTime","RTWB",8,0,0
2021-11-24,"RealTime","RTWB",8,0,0
2021-12-02,"RealTime","RTWB",8,3,37.5
2021-12-10,"RealTime","RTWB",8,1,12.5
2021-12-18,"RealTime","RTWB",8,7,87.5
2021-12-26,"RealTime","RTWB",8,4,50
2022-01-03,"RealTime","RTWB",8,6,75
2022-01-11,"RealTime","RTWB",8,2,25
2022-01-19,"RealTime","RTWB",8,0,0
2022-01-27,"RealTime","RTWB",7,0,0
2022-02-04,"RealTime","RTWB",8,1,12.5
2022-02-12,"RealTime","RTWB",8,1,12.5
2022-02-20,"RealTime","RTWB",8,1,12.5
2022-02-28,"RealTime","RTWB",8,1,12.5
2022-03-08,"RealTime","RTWB",8,1,12.5
2022-03-16,"RealTime","RTWB",7,2,28.5714285714286
2022-03-24,"RealTime","RTWB",8,1,12.5
2022-04-01,"RealTime","RTWB",8,0,0
2022-04-09,"RealTime","RTWB",8,0,0
2022-04-17,"RealTime","RTWB",8,0,0
2022-04-25,"RealTime","RTWB",8,0,0
2022-05-03,"RealTime","RTWB",8,0,0
2022-05-11,"RealTime","RTWB",8,0,0
2022-05-19,"RealTime","RTWB",8,0,0
2022-05-27,"RealTime","RTWB",8,0,0
2022-06-04,"RealTime","RTWB",8,0,0
2022-06-12,"RealTime","RTWB",8,0,0
2022-06-20,"RealTime","RTWB",8,0,0
2022-06-28,"RealTime","RTWB",8,0,0
2022-07-06,"RealTime","RTWB",8,0,0
2022-07-14,"RealTime","RTWB",11,0,0
2022-07-22,"RealTime","RTWB",9,0,0
2022-07-30,"RealTime","RTWB",8,2,25
2022-08-07,"RealTime","RTWB",8,0,0
2022-08-15,"RealTime","RTWB",8,0,0
2022-08-23,"RealTime","RTWB",8,0,0
2022-08-31,"RealTime","RTWB",8,0,0
2022-09-08,"RealTime","RTWB",8,0,0
2022-09-16,"RealTime","RTWB",8,0,0
2022-09-24,"RealTime","RTWB",8,0,0
2022-10-02,"RealTime","RTWB",8,0,0
2022-10-10,"RealTime","RTWB",8,0,0
2022-10-18,"RealTime","RTWB",8,0,0
2022-10-26,"RealTime","RTWB",8,0,0
2022-11-03,"RealTime","RTWB",8,0,0
2022-11-11,"RealTime","RTWB",8,1,12.5
2022-11-19,"RealTime","RTWB",8,0,0
2022-11-27,"RealTime","RTWB",8,1,12.5
2022-12-05,"RealTime","RTWB",8,2,25
2022-12-13,"RealTime","RTWB",8,2,25
2022-12-21,"RealTime","RTWB",8,1,12.5
2022-12-29,"RealTime","RTWB",8,4,50
2023-01-06,"RealTime","RTWB",8,2,25
2023-01-14,"RealTime","RTWB",8,6,75
2023-01-22,"RealTime","RTWB",8,5,62.5
2023-01-30,"RealTime","RTWB",8,5,62.5
2023-02-07,"RealTime","RTWB",8,5,62.5
2023-02-15,"RealTime","RTWB",8,6,75
2023-02-23,"RealTime","RTWB",8,6,75
2023-03-03,"RealTime","RTWB",8,7,87.5
2023-03-11,"RealTime","RTWB",8,3,37.5
2023-03-19,"RealTime","RTWB",8,0,0
2023-03-27,"RealTime","RTWB",8,0,0
2023-04-04,"RealTime","RTWB",8,1,12.5
2023-04-12,"RealTime","RTWB",8,0,0
2023-04-20,"Archival","A2M",8,0,0
2023-04-20,"Archival","A7M",8,0,0
2023-04-20,"Archival","T2M",8,0,0
2023-04-20,"RealTime","RTWB",8,0,0
2023-04-28,"Archival","A2M",8,0,0
2023-04-28,"Archival","A7M",8,0,0
2023-04-28,"Archival","T2M",8,0,0
2023-04-28,"RealTime","RTWB",8,0,0
2023-05-06,"Archival","A2M",8,0,0
2023-05-06,"Archival","A7M",8,0,0
2023-05-06,"Archival","T2M",8,0,0
2023-05-06,"RealTime","RTWB",8,0,0
2023-05-14,"Archival","A2M",8,0,0
2023-05-14,"Archival","A7M",8,0,0
2023-05-14,"Archival","T2M",8,0,0
2023-05-14,"RealTime","RTWB",8,0,0
2023-05-22,"Archival","A2M",8,0,0
2023-05-22,"Archival","A7M",8,0,0
2023-05-22,"Archival","T2M",8,0,0
2023-05-22,"RealTime","RTWB",8,0,0
2023-05-30,"Archival","A2M",8,0,0
2023-05-30,"Archival","A7M",8,0,0
2023-05-30,"Archival","T2M",8,0,0
2023-05-30,"RealTime","RTWB",8,0,0
2023-06-07,"Archival","A2M",8,0,0
2023-06-07,"Archival","A7M",8,0,0
2023-06-07,"Archival","T2M",8,0,0
2023-06-07,"RealTime","RTWB",8,0,0
2023-06-15,"Archival","A2M",8,0,0
2023-06-15,"Archival","A7M",8,0,0
2023-06-15,"Archival","T2M",8,0,0
2023-06-15,"RealTime","RTWB",8,0,0
2023-06-23,"Archival","A2M",8,0,0
2023-06-23,"Archival","A7M",8,0,0
2023-06-23,"Archival","T2M",8,0,0
2023-06-23,"RealTime","RTWB",8,0,0
2023-07-01,"Archival","A2M",8,0,0
2023-07-01,"Archival","A7M",8,0,0
2023-07-01,"Archival","T2M",8,0,0
2023-07-01,"RealTime","RTWB",8,0,0
2023-07-09,"Archival","A2M",8,0,0
2023-07-09,"Archival","A7M",8,0,0
2023-07-09,"Archival","T2M",8,0,0
2023-07-09,"RealTime","RTWB",8,0,0
2023-07-17,"Archival","A2M",8,0,0
2023-07-17,"Archival","A7M",8,0,0
2023-07-17,"Archival","T2M",8,0,0
2023-07-17,"RealTime","RTWB",8,0,0
2023-07-25,"Archival","A2M",8,0,0
2023-07-25,"Archival","A7M",8,0,0
2023-07-25,"Archival","T2M",8,0,0
2023-07-25,"RealTime","RTWB",8,0,0
2023-08-02,"Archival","A2M",8,0,0
2023-08-02,"Archival","A7M",8,0,0
2023-08-02,"Archival","T2M",8,0,0
2023-08-02,"RealTime","RTWB",8,0,0
2023-08-10,"Archival","A2M",8,0,0
2023-08-10,"Archival","A7M",8,0,0
2023-08-10,"Archival","T2M",8,0,0
2023-08-10,"RealTime","RTWB",8,0,0
